agency_cd,site_no,datetime,tz_cd,01_00060,01_00060_cd
USGS,9073300,5/2/16 6:15,MDT,25,P
USGS,9073300,5/2/16 6:30,MDT,25,P
USGS,9073300,5/2/16 6:45,MDT,25,P
USGS,9073300,5/2/16 7:00,MDT,25,P
USGS,9073300,5/2/16 7:15,MDT,24,P
USGS,9073300,5/2/16 7:30,MDT,25,P
USGS,9073300,5/2/16 7:45,MDT,25,P
USGS,9073300,5/2/16 8:00,MDT,24,P
USGS,9073300,5/2/16 8:15,MDT,25,P
USGS,9073300,5/2/16 8:30,MDT,24,P
USGS,9073300,5/2/16 8:45,MDT,24,P
USGS,9073300,5/2/16 9:00,MDT,24,P
USGS,9073300,5/2/16 9:15,MDT,24,P
USGS,9073300,5/2/16 9:30,MDT,24,P
USGS,9073300,5/2/16 9:45,MDT,25,P
USGS,9073300,5/2/16 10:00,MDT,25,P
USGS,9073300,5/2/16 10:15,MDT,24,P
USGS,9073300,5/2/16 10:30,MDT,25,P
USGS,9073300,5/2/16 10:45,MDT,25,P
USGS,9073300,5/2/16 11:00,MDT,25,P
USGS,9073300,5/2/16 11:15,MDT,24,P
USGS,9073300,5/2/16 11:30,MDT,25,P
USGS,9073300,5/2/16 11:45,MDT,25,P
USGS,9073300,5/2/16 12:00,MDT,25,P
USGS,9073300,5/2/16 12:15,MDT,25,P
USGS,9073300,5/2/16 12:30,MDT,25,P
USGS,9073300,5/2/16 12:45,MDT,25,P
USGS,9073300,5/2/16 13:00,MDT,25,P
USGS,9073300,5/2/16 13:15,MDT,25,P
USGS,9073300,5/2/16 13:30,MDT,25,P
USGS,9073300,5/2/16 13:45,MDT,25,P
USGS,9073300,5/2/16 14:00,MDT,25,P
USGS,9073300,5/2/16 14:15,MDT,25,P
USGS,9073300,5/2/16 14:30,MDT,24,P
USGS,9073300,5/2/16 14:45,MDT,25,P
USGS,9073300,5/2/16 15:00,MDT,25,P
USGS,9073300,5/2/16 15:15,MDT,25,P
USGS,9073300,5/2/16 15:30,MDT,25,P
USGS,9073300,5/2/16 15:45,MDT,25,P
USGS,9073300,5/2/16 16:00,MDT,25,P
USGS,9073300,5/2/16 16:15,MDT,25,P
USGS,9073300,5/2/16 16:30,MDT,25,P
USGS,9073300,5/2/16 16:45,MDT,25,P
USGS,9073300,5/2/16 17:00,MDT,25,P
USGS,9073300,5/2/16 17:15,MDT,25,P
USGS,9073300,5/2/16 17:30,MDT,25,P
USGS,9073300,5/2/16 17:45,MDT,25,P
USGS,9073300,5/2/16 18:00,MDT,25,P
USGS,9073300,5/2/16 18:15,MDT,25,P
USGS,9073300,5/2/16 18:30,MDT,25,P
USGS,9073300,5/2/16 18:45,MDT,25,P
USGS,9073300,5/2/16 19:00,MDT,25,P
USGS,9073300,5/2/16 19:15,MDT,25,P
USGS,9073300,5/2/16 19:30,MDT,25,P
USGS,9073300,5/2/16 19:45,MDT,25,P
USGS,9073300,5/2/16 20:00,MDT,25,P
USGS,9073300,5/2/16 20:15,MDT,25,P
USGS,9073300,5/2/16 20:30,MDT,25,P
USGS,9073300,5/2/16 20:45,MDT,25,P
USGS,9073300,5/2/16 21:00,MDT,25,P
USGS,9073300,5/2/16 21:15,MDT,25,P
USGS,9073300,5/2/16 21:30,MDT,25,P
USGS,9073300,5/2/16 21:45,MDT,25,P
USGS,9073300,5/2/16 22:00,MDT,25,P
USGS,9073300,5/2/16 22:15,MDT,25,P
USGS,9073300,5/2/16 22:30,MDT,25,P
USGS,9073300,5/2/16 22:45,MDT,25,P
USGS,9073300,5/2/16 23:00,MDT,25,P
USGS,9073300,5/2/16 23:15,MDT,25,P
USGS,9073300,5/2/16 23:30,MDT,25,P
USGS,9073300,5/2/16 23:45,MDT,25,P
USGS,9073300,5/3/16 0:00,MDT,25,P
USGS,9073300,5/3/16 0:15,MDT,25,P
USGS,9073300,5/3/16 0:30,MDT,25,P
USGS,9073300,5/3/16 0:45,MDT,25,P
USGS,9073300,5/3/16 1:00,MDT,25,P
USGS,9073300,5/3/16 1:15,MDT,26,P
USGS,9073300,5/3/16 1:30,MDT,25,P
USGS,9073300,5/3/16 1:45,MDT,26,P
USGS,9073300,5/3/16 2:00,MDT,26,P
USGS,9073300,5/3/16 2:15,MDT,26,P
USGS,9073300,5/3/16 2:30,MDT,26,P
USGS,9073300,5/3/16 2:45,MDT,26,P
USGS,9073300,5/3/16 3:00,MDT,25,P
USGS,9073300,5/3/16 3:15,MDT,25,P
USGS,9073300,5/3/16 3:30,MDT,25,P
USGS,9073300,5/3/16 3:45,MDT,25,P
USGS,9073300,5/3/16 4:00,MDT,25,P
USGS,9073300,5/3/16 4:15,MDT,25,P
USGS,9073300,5/3/16 4:30,MDT,25,P
USGS,9073300,5/3/16 4:45,MDT,25,P
USGS,9073300,5/3/16 5:00,MDT,25,P
USGS,9073300,5/3/16 5:15,MDT,25,P
USGS,9073300,5/3/16 5:30,MDT,25,P
USGS,9073300,5/3/16 5:45,MDT,25,P
USGS,9073300,5/3/16 6:00,MDT,25,P
USGS,9073300,5/3/16 6:15,MDT,25,P
USGS,9073300,5/3/16 6:30,MDT,25,P
USGS,9073300,5/3/16 6:45,MDT,25,P
USGS,9073300,5/3/16 7:00,MDT,25,P
USGS,9073300,5/3/16 7:15,MDT,25,P
USGS,9073300,5/3/16 7:30,MDT,25,P
USGS,9073300,5/3/16 7:45,MDT,25,P
USGS,9073300,5/3/16 8:00,MDT,25,P
USGS,9073300,5/3/16 8:15,MDT,25,P
USGS,9073300,5/3/16 8:30,MDT,25,P
USGS,9073300,5/3/16 8:45,MDT,25,P
USGS,9073300,5/3/16 9:00,MDT,25,P
USGS,9073300,5/3/16 9:15,MDT,25,P
USGS,9073300,5/3/16 9:30,MDT,25,P
USGS,9073300,5/3/16 9:45,MDT,25,P
USGS,9073300,5/3/16 10:00,MDT,25,P
USGS,9073300,5/3/16 10:15,MDT,25,P
USGS,9073300,5/3/16 10:30,MDT,25,P
USGS,9073300,5/3/16 10:45,MDT,25,P
USGS,9073300,5/3/16 11:00,MDT,25,P
USGS,9073300,5/3/16 11:15,MDT,25,P
USGS,9073300,5/3/16 11:30,MDT,25,P
USGS,9073300,5/3/16 11:45,MDT,25,P
USGS,9073300,5/3/16 12:00,MDT,25,P
USGS,9073300,5/3/16 12:15,MDT,25,P
USGS,9073300,5/3/16 12:30,MDT,25,P
USGS,9073300,5/3/16 12:45,MDT,25,P
USGS,9073300,5/3/16 13:00,MDT,25,P
USGS,9073300,5/3/16 13:15,MDT,25,P
USGS,9073300,5/3/16 13:30,MDT,25,P
USGS,9073300,5/3/16 13:45,MDT,25,P
USGS,9073300,5/3/16 14:00,MDT,25,P
USGS,9073300,5/3/16 14:15,MDT,25,P
USGS,9073300,5/3/16 14:30,MDT,25,P
USGS,9073300,5/3/16 14:45,MDT,25,P
USGS,9073300,5/3/16 15:00,MDT,25,P
USGS,9073300,5/3/16 15:15,MDT,25,P
USGS,9073300,5/3/16 15:30,MDT,25,P
USGS,9073300,5/3/16 15:45,MDT,25,P
USGS,9073300,5/3/16 16:00,MDT,25,P
USGS,9073300,5/3/16 16:15,MDT,25,P
USGS,9073300,5/3/16 16:30,MDT,25,P
USGS,9073300,5/3/16 16:45,MDT,25,P
USGS,9073300,5/3/16 17:00,MDT,25,P
USGS,9073300,5/3/16 17:15,MDT,25,P
USGS,9073300,5/3/16 17:30,MDT,25,P
USGS,9073300,5/3/16 17:45,MDT,26,P
USGS,9073300,5/3/16 18:00,MDT,26,P
USGS,9073300,5/3/16 18:15,MDT,27,P
USGS,9073300,5/3/16 18:30,MDT,27,P
USGS,9073300,5/3/16 18:45,MDT,27,P
USGS,9073300,5/3/16 19:00,MDT,27,P
USGS,9073300,5/3/16 19:15,MDT,27,P
USGS,9073300,5/3/16 19:30,MDT,27,P
USGS,9073300,5/3/16 19:45,MDT,27,P
USGS,9073300,5/3/16 20:00,MDT,27,P
USGS,9073300,5/3/16 20:15,MDT,27,P
USGS,9073300,5/3/16 20:30,MDT,27,P
USGS,9073300,5/3/16 20:45,MDT,28,P
USGS,9073300,5/3/16 21:00,MDT,28,P
USGS,9073300,5/3/16 21:15,MDT,28,P
USGS,9073300,5/3/16 21:30,MDT,28,P
USGS,9073300,5/3/16 21:45,MDT,28,P
USGS,9073300,5/3/16 22:00,MDT,29,P
USGS,9073300,5/3/16 22:15,MDT,29,P
USGS,9073300,5/3/16 22:30,MDT,29,P
USGS,9073300,5/3/16 22:45,MDT,29,P
USGS,9073300,5/3/16 23:00,MDT,29,P
USGS,9073300,5/3/16 23:15,MDT,30,P
USGS,9073300,5/3/16 23:30,MDT,30,P
USGS,9073300,5/3/16 23:45,MDT,30,P
USGS,9073300,5/4/16 0:00,MDT,30,P
USGS,9073300,5/4/16 0:15,MDT,30,P
USGS,9073300,5/4/16 0:30,MDT,30,P
USGS,9073300,5/4/16 0:45,MDT,30,P
USGS,9073300,5/4/16 1:00,MDT,30,P
USGS,9073300,5/4/16 1:15,MDT,30,P
USGS,9073300,5/4/16 1:30,MDT,30,P
USGS,9073300,5/4/16 1:45,MDT,30,P
USGS,9073300,5/4/16 2:00,MDT,30,P
USGS,9073300,5/4/16 2:15,MDT,31,P
USGS,9073300,5/4/16 2:30,MDT,30,P
USGS,9073300,5/4/16 2:45,MDT,30,P
USGS,9073300,5/4/16 3:00,MDT,30,P
USGS,9073300,5/4/16 3:15,MDT,30,P
USGS,9073300,5/4/16 3:30,MDT,30,P
USGS,9073300,5/4/16 3:45,MDT,30,P
USGS,9073300,5/4/16 4:00,MDT,30,P
USGS,9073300,5/4/16 4:15,MDT,30,P
USGS,9073300,5/4/16 4:30,MDT,30,P
USGS,9073300,5/4/16 4:45,MDT,30,P
USGS,9073300,5/4/16 5:00,MDT,29,P
USGS,9073300,5/4/16 5:15,MDT,30,P
USGS,9073300,5/4/16 5:30,MDT,29,P
USGS,9073300,5/4/16 5:45,MDT,29,P
USGS,9073300,5/4/16 6:00,MDT,29,P
USGS,9073300,5/4/16 6:15,MDT,29,P
USGS,9073300,5/4/16 6:30,MDT,29,P
USGS,9073300,5/4/16 6:45,MDT,29,P
USGS,9073300,5/4/16 7:00,MDT,29,P
USGS,9073300,5/4/16 7:15,MDT,29,P
USGS,9073300,5/4/16 7:30,MDT,29,P
USGS,9073300,5/4/16 7:45,MDT,28,P
USGS,9073300,5/4/16 8:00,MDT,29,P
USGS,9073300,5/4/16 8:15,MDT,29,P
USGS,9073300,5/4/16 8:30,MDT,28,P
USGS,9073300,5/4/16 8:45,MDT,29,P
USGS,9073300,5/4/16 9:00,MDT,29,P
USGS,9073300,5/4/16 9:15,MDT,28,P
USGS,9073300,5/4/16 9:30,MDT,29,P
USGS,9073300,5/4/16 9:45,MDT,29,P
USGS,9073300,5/4/16 10:00,MDT,28,P
USGS,9073300,5/4/16 10:15,MDT,28,P
USGS,9073300,5/4/16 10:30,MDT,28,P
USGS,9073300,5/4/16 10:45,MDT,28,P
USGS,9073300,5/4/16 11:00,MDT,28,P
USGS,9073300,5/4/16 11:15,MDT,28,P
USGS,9073300,5/4/16 11:30,MDT,29,P
USGS,9073300,5/4/16 11:45,MDT,28,P
USGS,9073300,5/4/16 12:00,MDT,28,P
USGS,9073300,5/4/16 12:15,MDT,28,P
USGS,9073300,5/4/16 12:30,MDT,28,P
USGS,9073300,5/4/16 12:45,MDT,28,P
USGS,9073300,5/4/16 13:00,MDT,28,P
USGS,9073300,5/4/16 13:15,MDT,28,P
USGS,9073300,5/4/16 13:30,MDT,28,P
USGS,9073300,5/4/16 13:45,MDT,28,P
USGS,9073300,5/4/16 14:00,MDT,29,P
USGS,9073300,5/4/16 14:15,MDT,28,P
USGS,9073300,5/4/16 14:30,MDT,28,P
USGS,9073300,5/4/16 14:45,MDT,28,P
USGS,9073300,5/4/16 15:00,MDT,28,P
USGS,9073300,5/4/16 15:15,MDT,28,P
USGS,9073300,5/4/16 15:30,MDT,29,P
USGS,9073300,5/4/16 15:45,MDT,29,P
USGS,9073300,5/4/16 16:00,MDT,29,P
USGS,9073300,5/4/16 16:15,MDT,29,P
USGS,9073300,5/4/16 16:30,MDT,29,P
USGS,9073300,5/4/16 16:45,MDT,29,P
USGS,9073300,5/4/16 17:00,MDT,30,P
USGS,9073300,5/4/16 17:15,MDT,31,P
USGS,9073300,5/4/16 17:30,MDT,31,P
USGS,9073300,5/4/16 17:45,MDT,31,P
USGS,9073300,5/4/16 18:00,MDT,31,P
USGS,9073300,5/4/16 18:15,MDT,31,P
USGS,9073300,5/4/16 18:30,MDT,32,P
USGS,9073300,5/4/16 18:45,MDT,32,P
USGS,9073300,5/4/16 19:00,MDT,33,P
USGS,9073300,5/4/16 19:15,MDT,34,P
USGS,9073300,5/4/16 19:30,MDT,35,P
USGS,9073300,5/4/16 19:45,MDT,35,P
USGS,9073300,5/4/16 20:00,MDT,36,P
USGS,9073300,5/4/16 20:15,MDT,37,P
USGS,9073300,5/4/16 20:30,MDT,38,P
USGS,9073300,5/4/16 20:45,MDT,38,P
USGS,9073300,5/4/16 21:00,MDT,40,P
USGS,9073300,5/4/16 21:15,MDT,40,P
USGS,9073300,5/4/16 21:30,MDT,40,P
USGS,9073300,5/4/16 21:45,MDT,41,P
USGS,9073300,5/4/16 22:00,MDT,42,P
USGS,9073300,5/4/16 22:15,MDT,42,P
USGS,9073300,5/4/16 22:30,MDT,42,P
USGS,9073300,5/4/16 22:45,MDT,42,P
USGS,9073300,5/4/16 23:00,MDT,43,P
USGS,9073300,5/4/16 23:15,MDT,42,P
USGS,9073300,5/4/16 23:30,MDT,43,P
USGS,9073300,5/4/16 23:45,MDT,43,P
USGS,9073300,5/5/16 0:00,MDT,43,P
USGS,9073300,5/5/16 0:15,MDT,43,P
USGS,9073300,5/5/16 0:30,MDT,43,P
USGS,9073300,5/5/16 0:45,MDT,43,P
USGS,9073300,5/5/16 1:00,MDT,43,P
USGS,9073300,5/5/16 1:15,MDT,43,P
USGS,9073300,5/5/16 1:30,MDT,43,P
USGS,9073300,5/5/16 1:45,MDT,42,P
USGS,9073300,5/5/16 2:00,MDT,42,P
USGS,9073300,5/5/16 2:15,MDT,43,P
USGS,9073300,5/5/16 2:30,MDT,42,P
USGS,9073300,5/5/16 2:45,MDT,42,P
USGS,9073300,5/5/16 3:00,MDT,41,P
USGS,9073300,5/5/16 3:15,MDT,42,P
USGS,9073300,5/5/16 3:30,MDT,42,P
USGS,9073300,5/5/16 3:45,MDT,42,P
USGS,9073300,5/5/16 4:00,MDT,42,P
USGS,9073300,5/5/16 4:15,MDT,42,P
USGS,9073300,5/5/16 4:30,MDT,42,P
USGS,9073300,5/5/16 4:45,MDT,41,P
USGS,9073300,5/5/16 5:00,MDT,41,P
USGS,9073300,5/5/16 5:15,MDT,40,P
USGS,9073300,5/5/16 5:30,MDT,41,P
USGS,9073300,5/5/16 5:45,MDT,40,P
USGS,9073300,5/5/16 6:00,MDT,41,P
USGS,9073300,5/5/16 6:15,MDT,41,P
USGS,9073300,5/5/16 6:30,MDT,40,P
USGS,9073300,5/5/16 6:45,MDT,41,P
USGS,9073300,5/5/16 7:00,MDT,40,P
USGS,9073300,5/5/16 7:15,MDT,40,P
USGS,9073300,5/5/16 7:30,MDT,40,P
USGS,9073300,5/5/16 7:45,MDT,40,P
USGS,9073300,5/5/16 8:00,MDT,39,P
USGS,9073300,5/5/16 8:15,MDT,39,P
USGS,9073300,5/5/16 8:30,MDT,39,P
USGS,9073300,5/5/16 8:45,MDT,39,P
USGS,9073300,5/5/16 9:00,MDT,39,P
USGS,9073300,5/5/16 9:15,MDT,39,P
USGS,9073300,5/5/16 9:30,MDT,39,P
USGS,9073300,5/5/16 9:45,MDT,39,P
USGS,9073300,5/5/16 10:00,MDT,39,P
USGS,9073300,5/5/16 10:15,MDT,39,P
USGS,9073300,5/5/16 10:30,MDT,39,P
USGS,9073300,5/5/16 10:45,MDT,39,P
USGS,9073300,5/5/16 11:00,MDT,39,P
USGS,9073300,5/5/16 11:15,MDT,38,P
USGS,9073300,5/5/16 11:30,MDT,39,P
USGS,9073300,5/5/16 11:45,MDT,38,P
USGS,9073300,5/5/16 12:00,MDT,39,P
USGS,9073300,5/5/16 12:15,MDT,39,P
USGS,9073300,5/5/16 12:30,MDT,38,P
USGS,9073300,5/5/16 12:45,MDT,38,P
USGS,9073300,5/5/16 13:00,MDT,38,P
USGS,9073300,5/5/16 13:15,MDT,38,P
USGS,9073300,5/5/16 13:30,MDT,38,P
USGS,9073300,5/5/16 13:45,MDT,38,P
USGS,9073300,5/5/16 14:00,MDT,38,P
USGS,9073300,5/5/16 14:15,MDT,39,P
USGS,9073300,5/5/16 14:30,MDT,38,P
USGS,9073300,5/5/16 14:45,MDT,38,P
USGS,9073300,5/5/16 15:00,MDT,39,P
USGS,9073300,5/5/16 15:15,MDT,39,P
USGS,9073300,5/5/16 15:30,MDT,39,P
USGS,9073300,5/5/16 15:45,MDT,38,P
USGS,9073300,5/5/16 16:00,MDT,39,P
USGS,9073300,5/5/16 16:15,MDT,40,P
USGS,9073300,5/5/16 16:30,MDT,40,P
USGS,9073300,5/5/16 16:45,MDT,40,P
USGS,9073300,5/5/16 17:00,MDT,41,P
USGS,9073300,5/5/16 17:15,MDT,41,P
USGS,9073300,5/5/16 17:30,MDT,42,P
USGS,9073300,5/5/16 17:45,MDT,43,P
USGS,9073300,5/5/16 18:00,MDT,44,P
USGS,9073300,5/5/16 18:15,MDT,46,P
USGS,9073300,5/5/16 18:30,MDT,47,P
USGS,9073300,5/5/16 18:45,MDT,47,P
USGS,9073300,5/5/16 19:00,MDT,49,P
USGS,9073300,5/5/16 19:15,MDT,49,P
USGS,9073300,5/5/16 19:30,MDT,51,P
USGS,9073300,5/5/16 19:45,MDT,53,P
USGS,9073300,5/5/16 20:00,MDT,55,P
USGS,9073300,5/5/16 20:15,MDT,55,P
USGS,9073300,5/5/16 20:30,MDT,58,P
USGS,9073300,5/5/16 20:45,MDT,59,P
USGS,9073300,5/5/16 21:00,MDT,59,P
USGS,9073300,5/5/16 21:15,MDT,61,P
USGS,9073300,5/5/16 21:30,MDT,59,P
USGS,9073300,5/5/16 21:45,MDT,61,P
USGS,9073300,5/5/16 22:00,MDT,62,P
USGS,9073300,5/5/16 22:15,MDT,61,P
USGS,9073300,5/5/16 22:30,MDT,62,P
USGS,9073300,5/5/16 22:45,MDT,61,P
USGS,9073300,5/5/16 23:00,MDT,62,P
USGS,9073300,5/5/16 23:15,MDT,62,P
USGS,9073300,5/5/16 23:30,MDT,62,P
USGS,9073300,5/5/16 23:45,MDT,62,P
USGS,9073300,5/6/16 0:00,MDT,62,P
USGS,9073300,5/6/16 0:15,MDT,62,P
USGS,9073300,5/6/16 0:30,MDT,62,P
USGS,9073300,5/6/16 0:45,MDT,62,P
USGS,9073300,5/6/16 1:00,MDT,62,P
USGS,9073300,5/6/16 1:15,MDT,62,P
USGS,9073300,5/6/16 1:30,MDT,62,P
USGS,9073300,5/6/16 1:45,MDT,62,P
USGS,9073300,5/6/16 2:00,MDT,62,P
USGS,9073300,5/6/16 2:15,MDT,62,P
USGS,9073300,5/6/16 2:30,MDT,61,P
USGS,9073300,5/6/16 2:45,MDT,61,P
USGS,9073300,5/6/16 3:00,MDT,62,P
USGS,9073300,5/6/16 3:15,MDT,61,P
USGS,9073300,5/6/16 3:30,MDT,61,P
USGS,9073300,5/6/16 3:45,MDT,59,P
USGS,9073300,5/6/16 4:00,MDT,61,P
USGS,9073300,5/6/16 4:15,MDT,59,P
USGS,9073300,5/6/16 4:30,MDT,59,P
USGS,9073300,5/6/16 4:45,MDT,59,P
USGS,9073300,5/6/16 5:00,MDT,59,P
USGS,9073300,5/6/16 5:15,MDT,58,P
USGS,9073300,5/6/16 5:30,MDT,59,P
USGS,9073300,5/6/16 5:45,MDT,58,P
USGS,9073300,5/6/16 6:00,MDT,58,P
USGS,9073300,5/6/16 6:15,MDT,59,P
USGS,9073300,5/6/16 6:30,MDT,58,P
USGS,9073300,5/6/16 6:45,MDT,56,P
USGS,9073300,5/6/16 7:00,MDT,56,P
USGS,9073300,5/6/16 7:15,MDT,58,P
USGS,9073300,5/6/16 7:30,MDT,58,P
USGS,9073300,5/6/16 7:45,MDT,56,P
USGS,9073300,5/6/16 8:00,MDT,55,P
USGS,9073300,5/6/16 8:15,MDT,56,P
USGS,9073300,5/6/16 8:30,MDT,55,P
USGS,9073300,5/6/16 8:45,MDT,55,P
